Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,city,state,country,types
Fruit and Field Beer,Terrapin Beer Company,Terrapin Beer Company Terrapin Pumpkinfest,"Notes:Although this is a pumpkin beer, it is a lager and therefore doesn't belong in the pumpkin ale category. Originally a Side Project, now a Fall seasonal in six-packs.\t",6.1,5,45,10,24,6,5,22,13,1,71,7,82,35,3.931034,3.748276,3.713793,3.782759,3.848276,Athens,GA,US,"Brewery, Bar"
IPA - American,Terrapin Beer Company,Terrapin Beer Company Terrapin Hopsecutioner,Notes:This Killer IPA earns its name by using six different types of hops while still remaining an aggressive well balanced beer.\t,7.3,50,70,17,21,20,78,24,23,2,29,84,2,34,3.820632,3.866171,3.79368,3.813197,3.902416,Athens,GA,US,"Brewery, Bar"
Pilsner - Bohemian / Czech,Terrapin Beer Company,Terrapin Beer Company Terrapin Sound Czech,Notes:,5.5,30,45,40,27,6,49,9,24,13,28,76,25,58,3.857143,3.892857,3.964286,4.107143,4.178571,Athens,GA,US,"Brewery, Bar"
Stout - Oatmeal,Terrapin Beer Company,Terrapin Beer Company Terrapin Coffee Oatmeal Imperial Stout,"Notes:Formerly known as Terrapin Coffee Oatmeal Imperial Stout.Two Athens, GA companies, Terrapin and Jittery Joes, have teamed up to create a unique blend of coffee: Wake-n-Bake. We then use the blend in our W-n-B Coffee Oatmeal Imperial Stout.HOPS: Nugget; MALTS: 2-Row, Crystal 85, Flaked Barley, Flaked Oats, Chocolate, Black, Roasted Barley; OTHER INGREDIENTS: Jittery Joe's Coffee.IBU: 50; OG: 21.5\t",9.4,20,40,13,107,23,114,78,10,0,10,47,21,209,4.224891,4.125546,4.147926,4.270742,4.166485,Athens,GA,US,"Brewery, Bar"
Stout - Sweet / Milk,Terrapin Beer Company,Terrapin Beer Company Terrapin Moo-Hoo Chocolate Milk Stout,Notes:,6.1,15,25,9,153,8,70,84,9,1,3,56,11,128,3.825806,3.917742,3.879032,3.969355,4.01129,Athens,GA,US,"Brewery, Bar"
Wheat Beer - Wheatwine,Terrapin Beer Company,Terrapin Beer Company Terrapin Gamma Ray,"Notes:Gamma Ray is a wheat beer brewed with a massive amount of honey from Savannah Bee Company. This super powered blast from the past will make you believe time travel is possible.IBU: 40OG: 22.6HOPS: Pearle, Mt. HoodMALTS: 2 Row Pale Malt, Munich Wheat, Carapils, Acidulated Malt.AVAILABILITY: July / Side Project\t",10.8,45,85,11,44,51,18,167,43,0,95,43,29,145,3.887608,3.664265,3.795389,3.817003,3.585014,Athens,GA,US,"Brewery, Bar"
Cream Ale,Muskoka Brewery,Muskoka Brewery Dry Hopped Cream Ale,"Notes:First brewed in1996, our flagship Muskoka Cream Ale has since become a signature beer of the Muskoka region. Unmistakable with its rich amber colour and inviting floral tones, this laid-back English pub-style ale is smooth and easy-going. With a Cascade hoppiness and fuller body of flavour, this gold-medal winning Canadian Cream Ale is the quintessential taste of cottage country. Raise a glass.20 IBU\t",5.0,10,22,26,75,6,51,38,31,1,34,70,4,72,3.5,3.75,3.75,3.5,3.75,Bracebridge,ON,CA,"Brewery, Bar, Beer-to-go"
Cream Ale,Grey Sail Brewing of Rhode Island,Grey Sail Brewing of Rhode Island Flagship Ale,"Notes:Our golden-colored cream ale, brewed in a similar manner to the crisp lagers of continental Europe, offers great balance between malty sweetness and noble hop bitterness. This gold-medal winning cream ale is the perfect session beer for any occasion.\t",4.9,10,22,21,66,7,45,57,23,3,23,67,3,96,3.5,4.5,3.0,4.0,3.5,Westerly,RI,US,"Brewery, Bar, Beer-to-go"
Porter - Smoked,Grey Sail Brewing of Rhode Island,Grey Sail Brewing of Rhode Island Leaning Chimney Porter,Notes:Our winter seasonal is brewed in the robust porter style using peat-smoked malt. The addition of American hops create a piney-resin flavor with a smooth finish. Copious amounts of black malt lend to a khaki-colored head and dark chocolate backbone.\t,6.0,20,40,9,80,11,48,44,4,0,3,28,58,91,4.0,4.0,4.0,4.5,4.0,Westerly,RI,US,"Brewery, Bar, Beer-to-go"
Cream Ale,Bold City Brewery,Bold City Brewery Killer Whale Cream Ale,Notes:,5.5,10,22,9,56,3,24,16,13,0,11,30,1,46,3.041667,3.375,3.208333,3.166667,3.083333,Jacksonville,FL,US,"Brewery, Bar, Beer-to-go"
Cream Ale,Crow Peak Brewing,Crow Peak Brewing Canyon Cream Ale,"Notes:A light bodied ale with malty dominated flavor. Very low hop bitterness, flavor, and aroma.\t",5.0,10,22,15,65,4,17,56,16,2,13,23,1,71,3.166667,3.666667,3.666667,3.333333,3.666667,Spearfish,SD,US,"Brewery, Bar, Eatery, Homebrew, Beer-to-go"
Porter - Robust,Crow Peak Brewing,Crow Peak Brewing Pile O' Dirt Porter,"Notes:This robust porter is black in color, is medium-bodied and has a rich, roasted malt flavor ending with a pleasing hop flavor and mild hop bitterness.\t",6.0,25,40,16,77,4,87,50,2,0,6,61,18,126,3.833333,3.907407,3.740741,3.648148,3.722222,Spearfish,SD,US,"Brewery, Bar, Eatery, Homebrew, Beer-to-go"
Cream Ale,Empire Brewing Company,Empire Brewing Company Cream Ale,"Notes:Empire Cream Ale is carbonated with nitrogen so it cascades as it pours. This golden pub style ale has an extremely smooth mouthfeel, and a crisp hop flavor.\t",5.8,10,22,17,86,4,30,27,12,3,12,32,2,58,3.4,3.95,3.65,3.6,3.8,Rochester,NY,US,"Brewery, Bar, Eatery"
Cream Ale,Empire Brewing Company,Empire Brewing Company Cream Ale,"Notes:Empire Cream Ale is carbonated with nitrogen so it cascades as it pours. This golden pub style ale has an extremely smooth mouthfeel, and a crisp hop flavor.\t",5.8,10,22,17,86,4,30,27,12,3,12,32,2,58,3.4,3.95,3.65,3.6,3.8,,,US,Brewery
Stout - Irish Dry,Empire Brewing Company,Empire Brewing Company Black Magic Stout,"Notes:A traditional dry Irish stout, carbonated with nitrogen (it pours very much like a Guinness). Dry roasted flavors are prominent, with hints of chocolate and coffee on the finish.\t",4.8,30,40,43,100,7,76,52,10,1,16,44,12,114,3.625,4.375,3.541667,3.625,3.75,Rochester,NY,US,"Brewery, Bar, Eatery"
Stout - Irish Dry,Empire Brewing Company,Empire Brewing Company Black Magic Stout,"Notes:A traditional dry Irish stout, carbonated with nitrogen (it pours very much like a Guinness). Dry roasted flavors are prominent, with hints of chocolate and coffee on the finish.\t",4.8,30,40,43,100,7,76,52,10,1,16,44,12,114,3.625,4.375,3.541667,3.625,3.75,,,US,Brewery
Cream Ale,Granville Island Brewery,Granville Island Brewery Kitsilano Maple Cream Ale,"Notes:Brewed using a hint of pure Canadian maple syrup, Kitsilano Maple Cream Ale is a smooth reminder of Vancouver’s laid-back lifestyle. Enjoy the bold taste of this bronze-coloured ale and toast all that Vancouver has to offer.\t",5.0,10,22,9,61,3,24,141,10,0,7,26,5,137,3.472973,3.472973,3.27027,3.472973,3.445946,Vancouver,BC,CA,"Brewery, Bar, Beer-to-go"
Lager - American Amber / Red,Granville Island Brewery,Granville Island Brewery Cypress Honey Lager,"Notes:Brewed in small batches, our Cypress Honey Lager is lightly hopped, mild and bright, and given a hint of sweetness with pure Fraser Valley honey. It’s like a refreshing blast of Cypress Mountain air.\t",4.7,18,30,11,34,2,19,113,8,0,8,26,2,132,3.0,3.25,3.339286,3.125,3.446429,Vancouver,BC,CA,"Brewery, Bar, Beer-to-go"
Pale Ale - English,Granville Island Brewery,Granville Island Brewery English Bay Pale Ale,"Notes:Easygoing—like the sunny shores of English Bay itself. Out of the bottle you’ll notice the rich, coppery colour and caramel malt flavour up front, balanced with a dry roasted finish that’s sure to put a smile on your face. Just grill up some burgers, kebabs or tenderloin—and chill\t",5.0,20,40,10,30,3,35,56,7,0,8,49,6,83,3.0,3.410714,3.196429,3.035714,3.294643,Vancouver,BC,CA,"Brewery, Bar, Beer-to-go"
Winter Warmer,Granville Island Brewery,Granville Island Brewery Lions Winter Ale,Notes:Our Lions Winter Ale combines premium malt with aromatic specialty hops. The vanilla-like finish of this robust ale is a great excuse to get out of the cold and enjoy BC’s favourite winter beer made from the finest natural ingredients.\t,5.5,35,50,3,92,17,31,83,3,0,7,21,47,100,3.742857,3.342857,3.471429,3.642857,3.628571,Vancouver,BC,CA,"Brewery, Bar, Beer-to-go"
Dubbel,Brewery Ommegang,Brewery Ommegang Ommegang (Abbey Ale),"Notes:Abbey was Ommegang's first beer and was styled after Dubbels produced by Belgian Trappist monks. A deep, rich and malty ale, Abbey uses several Belgian specialty malts and spices resulting in a very aromatic, flavorful beer.Deep burgundy in color, topped by a dense tan head, Abbey Ale is rich on the palate but with a dry finish. Suitable for cellaring, Abbey develops wonderful caramel, fig, and currant notes with age.\t",8.2,15,30,12,38,25,13,90,26,0,73,15,28,73,4.094761,4.253558,4.0511,4.160737,4.044631,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Farmhouse Ale - Bière de Garde,Brewery Ommegang,Brewery Ommegang Bière De Mars,"Notes:Ommegang Biere de Mars is a Belgian-style dry hopped amber ale with a bit of magical space dust woven in Brettanomyces bruxellensis, a wild-yeast used in the secondary fermentation. The Brett imparts added tartness, a bit of zing and some farmhouse funkiness.Biere de Mars reveals a copper-amber body and a frothy white head that builds, clings and stays. Aromas are of malt and grain, clove, fruit and a bit of funk. Flavors are full-bodied with delicate malty sweetness, followed by spicy, peppery yeastiness and Brett-induced funk. Hopping is subtly bitter and aromatic, bumped up a bit by dry hopping. The finish is dry and gently lingering. At 6.5% ABV; it also pairs nicely with spicy foods such as barbecue.\t",6.5,20,30,45,37,16,27,77,156,2,102,64,33,49,3.931034,3.969349,3.800766,3.823755,3.940613,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Farmhouse Ale - Saison,Brewery Ommegang,Brewery Ommegang Hennepin (Farmhouse Saison),"Notes:Hoppy, farmhouse saison with champagne like effervescence; flavors include ginger, spice, orange and toasted grain.\t",7.7,20,38,25,27,23,28,39,59,1,76,43,48,37,4.076902,4.237138,4.127814,4.218917,4.25,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Pale Ale - Belgian,Brewery Ommegang,Brewery Ommegang Rare Vos (Amber Ale),"Notes:Rare Vos Amber Ale is styled after the smooth, drinkable beers popular in Belgian cafés. It pours a light copper hue, contrasting beautifully with a big, creamy white head. The nose offers orange blossoms and slight spice.On the palate, the caramel maltiness shines strongly but with little sweetness. The profile leans toward dry fruity (yeast-affiliated), slightly fruity/hoppy with a beguiling spiciness. This complex, medium-bodied beer has a smooth mid-palate and moderate dry finish.Well-balanced in all elements, it's a mild, mellow brew.\t",6.5,20,30,17,29,9,15,60,51,0,48,16,36,35,3.964176,4.126407,3.960082,4.032753,4.073695,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Quadrupel (Quad),Brewery Ommegang,Brewery Ommegang Three Philosophers Belgian Style Blend (Quadrupel),"Notes:Three Philosophers is a unique blend of a Belgian-style dark ale and Liefmans Kriek, an authentic cherry ale from Belgium. Cherry chestnut in color, it's opaque but not cloudy with full carbonation topped by a smooth, tan head. Flavors and aromas of roasted malt, molasses and brown sugar, dark fruits, brandied raisins and chocolate, Three Philosophers has notable sweetness with low hop bitterness. The mid-palate shows a soft malt center which gives way to a dry, warm, wine-like finish.The complexity of this beer make it a good candidate for ageing gracefully, as spicy sherry and port notes should intensify.\t",9.7,25,50,20,36,50,15,103,44,1,98,10,6,61,4.093583,4.16637,4.068033,4.153001,3.989008,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Quadrupel (Quad),Brewery Ommegang,Brewery Ommegang Bourbon Barrel Aged Three Philosophers,"Notes:We have a new twist on an old favorite coming out in February. Our unique Three Philosophers Quardupel Ale is universally-known as the preferred elixir of life’s meditators, thinkers and theorizers. Now, thanks to Brewmaster Phil Leinhart and the 24 bourbon barrels he got his hands on, mullers of life’s mysteries can ponder all the more deeply. “We’ve experimented with barrel aging in the past and had great success,” said Brewmaster Phil Leinhart. “Three Philosophers is such a lovely, complex beer and it ages so beautifully that we thought it the perfect fit for pairing with bourbon barrels. The result is exactly what we hoped for: even more complex flavors and a slightly fuller body than the standard. We’re sure this’ll be a crowd pleaser.”Like the original, Bourbon Barrel-aged Three Philosophers pours a deep burgundy hue with a fluffy, off-white head. Patience through the aging process rewarded the brewers with flavors of caramel, raisin, dried fruit, molasses, and vanilla and aromas of oak, vanilla, and subtle hints of cherry. The body is ample but still finishes faintly dry with lingering hints of malt, bourbon, and cherry. The effects of barrel-aging, eliciting remnant alcohol from the cooperage during the aging process, escalated the ABV of the beer from 9.7% to a significant, yet sneakily subtle, 11.4% ABV.ABV varies by batch\t",12.3,25,50,17,53,80,16,106,41,0,104,11,35,123,3.333333,4.0,3.333333,3.166667,3.333333,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Strong Ale - Belgian Pale,Brewery Ommegang,Brewery Ommegang Gnomegang,"Notes:Malts: Pilsner, Carapils, Flaked Oats, flaked Red Wheat, Special BHops: two Saaz varieties, 3 additionsSpices: noneSugar: yesYeast: Chouffe yeast in primary fermentation, Ommegang yeast in bottle conditioningOG: 19.9 o PlatoFG: 2.9 o PlatoIBU: 26\t",9.5,20,40,13,27,34,25,53,40,0,47,41,32,27,4.061069,3.977099,4.101145,4.14313,4.066794,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Wheat Beer - Witbier,Brewery Ommegang,Brewery Ommegang Ommegang Witte,"Notes:Witte is our version of the classic Belgian wit or ""white"" ale. Witte, which is actually Flemish for white, is brewed with malted and unmalted wheat, orange peel, and coriander - offering a refreshing style that showcases the Belgian talent for brewing full-flavored ales that are also light and balanced. It is pale straw in color, slightly hazy from the yeast, and topped with a huge white, fluffy head.Witte is pleasantly light on the tongue, balanced between malt and wheat sweetness. Hops and spice with a subtle clove note backed by flavors of lemon and sweet orange give way to a dry, crisp, refreshing finish.\t",5.2,10,20,37,36,9,23,21,75,1,77,37,34,41,3.713526,3.799392,3.718085,3.75076,3.956687,Cooperstown,NY,US,"Brewery, Bar, Eatery, Beer-to-go"
Dubbel,Brouwerij Westmalle,Brouwerij Westmalle Westmalle Trappist Dubbel,"Notes:Westmalle Dubbel (7%) is a dark red-brown beer with a rich, complex taste thanks to re-fermentation in the bottle. You pick up touches of caramel, malt and fruity esters reminiscent of ripe banana. The beer pearls beneath a covering of dense, cream-coloured froth. A lovely lace pattern forms on the inside of the glass once emptied. The long, dry finish of this balanced, mild Trappist beer will stay with you.Trappist or Dubbel?In 1865 the monks of Westmalle started brewing a dark Trappist beer in addition to their table beer. They adjusted the recipe in 1926, doubling the amounts of raw ingredients to produce a new, stronger beer. Dubbel is a logical name for this doubled beer, though it is more often simply called ‘Trappist’. To this day, the 1926 recipe is the basis for Westmalle Dubbel.Westmalle Dubbel: bottle and tapWe are all familiar with Westmalle Dubbel in 33 cl bottles. But around 150 carefully selected Belgian cafés and restaurants serve this beer on tap from barrels containing 20, 30 and 50 litres. In the barrel, this living beer evolves differently to emerge with a slightly sweeter taste.Westmalle Dubbel can also be purchased in 75 cl bottles. The beer matures in a different way in a larger bottle to produce a noticeably milder finish.\t",7.0,15,30,24,47,39,23,113,49,0,89,33,31,92,4.076998,4.181774,4.058967,4.146199,4.14425,Malle,,BE,Brewery
Tripel,Brouwerij Westmalle,Brouwerij Westmalle Westmalle Trappist Tripel,Notes:,9.5,20,40,13,53,30,26,53,25,0,56,36,37,37,4.196031,4.306755,4.25,4.308844,4.206128,Malle,,BE,Brewery
Dubbel,Brasserie de Rochefort,Brasserie de Rochefort Trappistes Rochefort 6,Notes:,7.5,15,30,15,50,17,25,114,36,0,83,32,24,82,4.074705,4.067497,4.008519,4.121232,4.136959,Rochefort,,BE,Brewery
Quadrupel (Quad),Brasserie de Rochefort,Brasserie de Rochefort Trappistes Rochefort 10,Notes:,11.3,25,50,12,47,46,22,90,26,0,63,13,11,88,4.418664,4.344931,4.430876,4.543548,4.339401,Rochefort,,BE,Brewery
Strong Ale - Belgian Dark,Brasserie de Rochefort,Brasserie de Rochefort Trappistes Rochefort 8,Notes:,9.2,25,50,10,44,28,18,125,34,0,68,15,28,88,4.246316,4.237988,4.244715,4.36419,4.232543,Rochefort,,BE,Brewery
Dubbel,New Belgium Brewing,New Belgium Brewing Abbey Belgian Style Ale,"Notes:Our award-winning Abbey stays true to tradition with an authentic Belgian yeast, six malts and a guarded recipe.\t",7.0,15,30,12,47,16,25,103,37,1,86,31,24,85,4.021094,4.057812,3.933594,4.01875,3.989063,Fort Collins,CO,US,"Brewery, Bar, Beer-to-go"
IPA - Black / Cascadian Dark Ale,New Belgium Brewing,New Belgium Brewing Snow Day Winter Ale,"Notes:Pleasantly hoppy, Snow Day carries the subtle chocolate and caramel flavors of a new brewing malt known as Midnight Wheat. The Styrian Golding, Centennial and Cascade hops bring the backbone of hoppy bitterness to complement the roasty undertones. This beer is the deep garnet of a roasted walnut and presents a creamy tan head, floating artfully atop. Snow Day is bold and hoppy, drinkable and strong.\t",6.2,50,70,11,51,16,82,48,20,0,19,91,6,78,3.699541,4.002294,3.642202,3.665138,3.699541,Fort Collins,CO,US,"Brewery, Bar, Beer-to-go"
